State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population)
Oklahoma,Muskogee,0.932115881,0.064890879,0.001953868,0.001039372,0.0,0.0,0.00016177184287542097,0.0018089033339706165
Oklahoma,Tulsa,0.618423285,0.373817901,0.00684682,0.000911994,0.0,0.0,0.00010590098718137615,0.005439320269141987
Oregon,Baker,0.887357465,0.104039582,0.005671339,0.002931613,0.0,0.0,0.0,0.00024807740014884643
Oregon,Benton,0.931189729,0.06526629,0.003087361,0.000456621,0.0,0.0,5.373281893114677e-05,0.0009027113580432657
Oregon,Columbia,0.957518921,0.037630019,0.003887668,0.000963391,0.0,0.0,0.0,0.00057302211865378
Oregon,Crook,0.793825675,0.186208413,0.011466796,0.008499116,0.0,0.0,0.0,0.00040976889034584487
Oregon,Douglas,0.897967022,0.096971576,0.003668645,0.0013927579999999998,0.0,0.0,0.0,0.0003784465669489998
Oregon,Grant,0.766955299,0.220061082,0.008053427,0.004930193,0.0,0.0,0.0,0.00013890818169190166
Oregon,Harney,0.74364958,0.242909874,0.010487935,0.00295261,0.0,0.0,0.0,0.00013526308670363854
Oregon,Lake,0.823268989,0.14783808199999998,0.021032241,0.007860688000000001,0.0,0.0,0.0,0.0024145380607446944
Oregon,Linn,0.8483928190000001,0.1403355,0.007618713,0.003652968,0.0,0.0,6.936469645238114e-05,0.0011637854627010616
Oregon,Marion,0.861818117,0.129751728,0.007060291999999998,0.0013698629999999998,0.0,0.0,0.00013512814172929522,0.004424727874923092
Oregon,Multnomah,0.889520174,0.102718517,0.004108341,0.003652968,0.0,0.0,8.488598827589177e-05,0.0027544888079669805
Oregon,Union,0.86528348,0.118552152,0.011938768999999998,0.004225599,0.0,0.0,3.726476616359232e-05,0.012744550027948573
Oregon,Wallowa,0.888831831,0.099706372,0.007755989,0.003705808,0.0,0.0,0.0,0.0013873473917869034
Oregon,Washington,0.836584575,0.152913142,0.00913242,0.0013698629999999998,0.0,0.0,3.3245122940464643e-05,0.0022922512267450363
Pennsylvania,Allegheny,0.436308855,0.502073508,0.05705267400000001,0.0045649620000000005,0.0,0.0,0.00015377720396860314,0.0023601100288229465
Pennsylvania,Berks,0.654974175,0.328139581,0.016429623,0.000456621,0.0,0.0,0.0008334045644926918,0.010824761850490543
Pennsylvania,Bucks,0.767765545,0.20318794,0.026627988,0.002418528,0.0,0.0,0.0008992948891400196,0.009195091282410427
Pennsylvania,Chester,0.6406577760000001,0.348813465,0.010072138,0.000456621,0.0,0.0,0.00061906058984093,0.007106815571373877
Pennsylvania,Dauphin,0.675487187,0.313561394,0.010494798,0.000456621,0.0,0.0,0.0004850897775414213,0.007398517421909529
Pennsylvania,Lancaster,0.541319211,0.435857225,0.021910323,0.000913242,0.0,0.0,0.0006670038334396143,0.0081799591002045
Pennsylvania,Mercer,0.6686204060000001,0.324534022,0.006388951,0.000456621,0.0,0.0,5.483257786226057e-05,0.0012794268167860801
Pennsylvania,Philadelphia,0.5257878579999999,0.445912868,0.025559548,0.002739726,0.0,0.0,0.001017004363460062,0.0165757191628621
Pennsylvania,Warren,0.918615551,0.064839251,0.016088577,0.000456621,0.0,0.0,2.551606236125641e-05,0.00017861243652879489
Rhode Island,Kent,0.910425518,0.08060724,0.008500389,0.000466853,0.0,0.0,0.0,0.0072979816424415065
Rhode Island,Providence,0.764032987,0.225469721,0.009584051,0.000913242,0.0,0.0,4.695342689586198e-06,0.020247882791725555
Rhode Island,Washington,0.903724531,0.085180448,0.010172935,0.000922086,0.0,0.0,0.0,0.004236444571856311
