County,State,Land Area
"Daviess, MO",Missouri,563.24
"DeKalb, MO",Missouri,421.36
"Dent, MO",Missouri,752.79
"Douglas, MO",Missouri,813.63
"Dunklin, MO",Missouri,541.07
"Franklin, MO",Missouri,922.68
"Gasconade, MO",Missouri,517.8
"Gentry, MO",Missouri,491.42
"Greene, MO",Missouri,675.3
"Grundy, MO",Missouri,435.28
"Harrison, MO",Missouri,722.5
"Henry, MO",Missouri,696.95
"Hickory, MO",Missouri,399.09
"Holt, MO",Missouri,462.69
"Howard, MO",Missouri,463.85
"Howell, MO",Missouri,927.25
"Iron, MO",Missouri,550.26
"Jackson, MO",Missouri,604.46
"Jasper, MO",Missouri,638.49
"Jefferson, MO",Missouri,656.63
"Johnson, MO",Missouri,829.28
"Knox, MO",Missouri,504.01
"Laclede, MO",Missouri,764.72
"Lafayette, MO",Missouri,628.43
"Lawrence, MO",Missouri,611.74
"Lewis, MO",Missouri,505.04
"Lincoln, MO",Missouri,626.56
"Linn, MO",Missouri,615.56
"Livingston, MO",Missouri,532.33
"McDonald, MO",Missouri,539.48
"Macon, MO",Missouri,801.23
"Madison, MO",Missouri,494.39
"Maries, MO",Missouri,526.98
"Marion, MO",Missouri,436.92
"Mercer, MO",Missouri,453.84
"Miller, MO",Missouri,592.6
"Mississippi, MO",Missouri,411.58
"Moniteau, MO",Missouri,415.03
"Monroe, MO",Missouri,647.65
"Montgomery, MO",Missouri,536.25
"Morgan, MO",Missouri,597.63
"New Madrid, MO",Missouri,674.84
"Newton, MO",Missouri,624.77
"Nodaway, MO",Missouri,876.96
"Oregon, MO",Missouri,789.8
"Osage, MO",Missouri,604.35
"Ozark, MO",Missouri,744.97
"Pemiscot, MO",Missouri,492.54
"Perry, MO",Missouri,474.35
"Pettis, MO",Missouri,682.22
"Phelps, MO",Missouri,671.78
"Pike, MO",Missouri,670.44
"Platte, MO",Missouri,420.19
"Polk, MO",Missouri,635.52
"Pulaski, MO",Missouri,547.1
"Putnam, MO",Missouri,517.32
"Ralls, MO",Missouri,469.78
"Randolph, MO",Missouri,482.68
"Ray, MO",Missouri,568.81
"Reynolds, MO",Missouri,808.48
"Ripley, MO",Missouri,629.54
"St. Charles, MO",Missouri,560.44
"St. Clair, MO",Missouri,669.98
"Ste. Genevieve, MO",Missouri,499.15
"St. Francois, MO",Missouri,451.89
"St. Louis, MO",Missouri,507.8
"Saline, MO",Missouri,755.5
"Schuyler, MO",Missouri,307.3
"Scotland, MO",Missouri,436.67
"Scott, MO",Missouri,419.99
"Shannon, MO",Missouri,1003.82
"Shelby, MO",Missouri,500.86
"Stoddard, MO",Missouri,823.22
"Stone, MO",Missouri,464.03
"Sullivan, MO",Missouri,647.98
"Taney, MO",Missouri,632.44
"Texas, MO",Missouri,1177.27
"Vernon, MO",Missouri,826.4
"Warren, MO",Missouri,428.6
"Washington, MO",Missouri,759.91
"Wayne, MO",Missouri,759.18
"Webster, MO",Missouri,592.56
"Worth, MO",Missouri,266.61
"Wright, MO",Missouri,681.77
"St. Louis City, MO",Missouri,61.91
"Beaverhead, MT",Montana,5541.62
"Big Horn, MT",Montana,4995.46
"Blaine, MT",Montana,4227.55
"Broadwater, MT",Montana,1192.54
"Carbon, MT",Montana,2048.79
"Carter, MT",Montana,3340.75
"Cascade, MT",Montana,2698.16
"Chouteau, MT",Montana,3972.49
"Custer, MT",Montana,3783.36
"Daniels, MT",Montana,1426.11
"Dawson, MT",Montana,2371.87
"Deer Lodge, MT",Montana,736.53
"Fallon, MT",Montana,1620.77
"Fergus, MT",Montana,4339.8
"Flathead, MT",Montana,5087.66
"Gallatin, MT",Montana,2602.69
"Garfield, MT",Montana,4675.36
"Glacier, MT",Montana,2995.94
"Golden Valley, MT",Montana,1175.34
"Granite, MT",Montana,1727.42
"Hill, MT",Montana,2898.96
"Jefferson, MT",Montana,1656.26
"Judith Basin, MT",Montana,1869.82
"Lake, MT",Montana,1490.15
"Lewis and Clark, MT",Montana,3458.83
"Liberty, MT",Montana,1430.05
"Lincoln, MT",Montana,3612.92
"McCone, MT",Montana,2643.17
"Madison, MT",Montana,3587.48
"Meagher, MT",Montana,2391.91
"Mineral, MT",Montana,1219.44
"Missoula, MT",Montana,2593.42
"Musselshell, MT",Montana,1868.16
"Park, MT",Montana,2803.06
"Petroleum, MT",Montana,1654.87
"Phillips, MT",Montana,5140.04
"Pondera, MT",Montana,1622.86
"Powder River, MT",Montana,3297.3
"Powell, MT",Montana,2326.39
"Prairie, MT",Montana,1736.74
"Ravalli, MT",Montana,2390.82
"Richland, MT",Montana,2084.14
"Roosevelt, MT",Montana,2354.79
"Rosebud, MT",Montana,5010.4
"Sanders, MT",Montana,2760.52
"Sheridan, MT",Montana,1677.08
"Silver Bow, MT",Montana,718.48
"Stillwater, MT",Montana,1795.35
"Sweet Grass, MT",Montana,1855.21
"Teton, MT",Montana,2272.38
"Toole, MT",Montana,1915.65
"Treasure, MT",Montana,977.4
"Valley, MT",Montana,4925.82
"Wheatland, MT",Montana,1423.2
"Wibaux, MT",Montana,889.27
"Yellowstone, MT",Montana,2633.29
"Yellowstone National Park, MT",Montana,0
"Adams, NE",Nebraska,563.27
"Antelope, NE",Nebraska,857.22
"Arthur, NE",Nebraska,715.36
"Banner, NE",Nebraska,746.11
"Blaine, NE",Nebraska,710.87
"Boone, NE",Nebraska,686.55
"Box Butte, NE",Nebraska,1075.29
"Boyd, NE",Nebraska,539.94
"Brown, NE",Nebraska,1221.33
"Buffalo, NE",Nebraska,968.11
"Burt, NE",Nebraska,491.58
"Butler, NE",Nebraska,584.91
"Cass, NE",Nebraska,557.45
"Cedar, NE",Nebraska,740.31
"Chase, NE",Nebraska,894.42
"Cherry, NE",Nebraska,5960.42
"Cheyenne, NE",Nebraska,1196.29
"Clay, NE",Nebraska,572.29
"Colfax, NE",Nebraska,411.66
"Cuming, NE",Nebraska,570.62
"Custer, NE",Nebraska,2575.52
"Dakota, NE",Nebraska,264.26
"Dawes, NE",Nebraska,1396.46
"Dawson, NE",Nebraska,1013.1
"Deuel, NE",Nebraska,439.85
"Dixon, NE",Nebraska,476.23
"Dodge, NE",Nebraska,528.71
"Douglas, NE",Nebraska,328.46
"Dundy, NE",Nebraska,919.68
"Fillmore, NE",Nebraska,575.37
"Franklin, NE",Nebraska,575.82
"Frontier, NE",Nebraska,974.59
"Furnas, NE",Nebraska,719.13
"Gage, NE",Nebraska,851.49
"Garden, NE",Nebraska,1704.28
"Garfield, NE",Nebraska,569.79
"Gosper, NE",Nebraska,458.16
"Grant, NE",Nebraska,776.22
"Greeley, NE",Nebraska,569.81
"Hall, NE",Nebraska,546.29
"Hamilton, NE",Nebraska,542.88
"Harlan, NE",Nebraska,553.47
"Hayes, NE",Nebraska,713.06
"Hitchcock, NE",Nebraska,709.94
"Holt, NE",Nebraska,2412.4
"Hooker, NE",Nebraska,721.12
"Howard, NE",Nebraska,569.34
"Jefferson, NE",Nebraska,570.19
"Johnson, NE",Nebraska,376.05
"Kearney, NE",Nebraska,516.24
"Keith, NE",Nebraska,1061.6
"Keya Paha, NE",Nebraska,773.07
"Kimball, NE",Nebraska,951.85
"Knox, NE",Nebraska,1108.35
"Lancaster, NE",Nebraska,837.55
"Lincoln, NE",Nebraska,2564.07
"Logan, NE",Nebraska,570.66
"Loup, NE",Nebraska,568.29
"McPherson, NE",Nebraska,858.98
"Madison, NE",Nebraska,572.74
"Merrick, NE",Nebraska,484.88
"Morrill, NE",Nebraska,1423.84
"Nance, NE",Nebraska,441.63
"Nemaha, NE",Nebraska,407.38
"Nuckolls, NE",Nebraska,575.16
"Otoe, NE",Nebraska,615.63
"Pawnee, NE",Nebraska,431.08
"Perkins, NE",Nebraska,883.34
"Phelps, NE",Nebraska,539.79
"Pierce, NE",Nebraska,573.25
"Platte, NE",Nebraska,674.06
"Polk, NE",Nebraska,438.35
"Red Willow, NE",Nebraska,716.99
"Richardson, NE",Nebraska,551.84
"Rock, NE",Nebraska,1008.32
"Saline, NE",Nebraska,574.02
"Sarpy, NE",Nebraska,238.99
"Saunders, NE",Nebraska,750.23
"Scotts Bluff, NE",Nebraska,739.4
"Seward, NE",Nebraska,571.43
"Sheridan, NE",Nebraska,2440.86
"Sherman, NE",Nebraska,565.83
"Sioux, NE",Nebraska,2066.74
"Stanton, NE",Nebraska,427.95
"Thayer, NE",Nebraska,573.81
"Thomas, NE",Nebraska,713.24
"Thurston, NE",Nebraska,393.58
"Valley, NE",Nebraska,568.05
"Washington, NE",Nebraska,389.96
"Wayne, NE",Nebraska,442.92
"Webster, NE",Nebraska,574.91
"Wheeler, NE",Nebraska,575.18
"York, NE",Nebraska,572.51
"Churchill, NV",Nevada,4930.46
"Clark, NV",Nevada,7891.43
"Douglas, NV",Nevada,709.72
"Elko, NV",Nevada,17169.83
"Esmeralda, NV",Nevada,3581.88
"Eureka, NV",Nevada,4175.68
"Humboldt, NV",Nevada,9640.76
"Lander, NV",Nevada,5490.11
"Lincoln, NV",Nevada,10633.2
"Lyon, NV",Nevada,2001.19
"Mineral, NV",Nevada,3752.84
"Nye, NV",Nevada,18181.92
"Pershing, NV",Nevada,6036.56
"Storey, NV",Nevada,262.92
"Washoe, NV",Nevada,6302.37
"White Pine, NV",Nevada,8875.65
"Carson City, NV",Nevada,144.66
"Belknap, NH",New Hampshire,400.23
"Carroll, NH",New Hampshire,931.06
"Cheshire, NH",New Hampshire,706.66
"Coos, NH",New Hampshire,1794.69
"Grafton, NH",New Hampshire,1708.75
"Hillsborough, NH",New Hampshire,876.14
"Merrimack, NH",New Hampshire,934.12
"Rockingham, NH",New Hampshire,694.72
"Strafford, NH",New Hampshire,368.98
"Sullivan, NH",New Hampshire,537.31
"Atlantic, NJ",New Jersey,555.7
"Bergen, NJ",New Jersey,233.01
"Burlington, NJ",New Jersey,798.58
"Camden, NJ",New Jersey,221.26
"Cape May, NJ",New Jersey,251.43
"Cumberland, NJ",New Jersey,483.7
"Essex, NJ",New Jersey,126.21
"Gloucester, NJ",New Jersey,322.01
"Hudson, NJ",New Jersey,46.19
"Hunterdon, NJ",New Jersey,427.82
"Mercer, NJ",New Jersey,224.56
"Middlesex, NJ",New Jersey,308.91
"Monmouth, NJ",New Jersey,468.79
"Morris, NJ",New Jersey,460.18
"Ocean, NJ",New Jersey,628.78
"Passaic, NJ",New Jersey,184.59
"Salem, NJ",New Jersey,331.9
"Somerset, NJ",New Jersey,301.81
"Sussex, NJ",New Jersey,519.01
"Union, NJ",New Jersey,102.86
"Warren, NJ",New Jersey,356.92
"Bernalillo, NM",New Mexico,1160.83
"Catron, NM",New Mexico,6923.69
"Chaves, NM",New Mexico,6065.28
"Cibola, NM",New Mexico,4539.48
"Colfax, NM",New Mexico,3758.06
"Curry, NM",New Mexico,1404.8
"De Baca, NM",New Mexico,2322.62
"Dona Ana, NM",New Mexico,3807.51
"Eddy, NM",New Mexico,4175.73
"Grant, NM",New Mexico,3961.63
"Guadalupe, NM",New Mexico,3030.48
"Harding, NM",New Mexico,2125.44
"Hidalgo, NM",New Mexico,3436.86
"Lea, NM",New Mexico,4390.93
"Lincoln, NM",New Mexico,4831.09
"Los Alamos, NM",New Mexico,109.17
"Luna, NM",New Mexico,2965.19
"McKinley, NM",New Mexico,5449.81
"Mora, NM",New Mexico,1931.27
"Otero, NM",New Mexico,6613.21
"Quay, NM",New Mexico,2874.35
"Rio Arriba, NM",New Mexico,5860.84
"Roosevelt, NM",New Mexico,2447.43
"Sandoval, NM",New Mexico,3710.65
"San Juan, NM",New Mexico,5513.07
"San Miguel, NM",New Mexico,4715.82
"Santa Fe, NM",New Mexico,1909.41
"Sierra, NM",New Mexico,4178.96
"Socorro, NM",New Mexico,6646.68
"Taos, NM",New Mexico,2203.11
"Torrance, NM",New Mexico,3344.85
"Union, NM",New Mexico,3823.74
"Valencia, NM",New Mexico,1066.18
"Albany, NY",New York,522.8
"Allegany, NY",New York,1029.31
"Bronx, NY",New York,42.1
"Broome, NY",New York,705.77
"Cattaraugus, NY",New York,1308.35
"Cayuga, NY",New York,691.58
"Chautauqua, NY",New York,1060.23
"Chemung, NY",New York,407.35
"Chenango, NY",New York,893.55
"Clinton, NY",New York,1037.85
"Columbia, NY",New York,634.71
"Cortland, NY",New York,498.76
"Delaware, NY",New York,1442.44
"Dutchess, NY",New York,795.63
"Erie, NY",New York,1042.69
"Essex, NY",New York,1794.23
"Franklin, NY",New York,1629.12
"Fulton, NY",New York,495.47
"Genesee, NY",New York,492.94
"Greene, NY",New York,647.16
"Hamilton, NY",New York,1717.37
"Herkimer, NY",New York,1411.47
"Jefferson, NY",New York,1268.59
"Kings, NY",New York,70.82
"Lewis, NY",New York,1274.68
"Livingston, NY",New York,631.76
"Madison, NY",New York,654.84
"Monroe, NY",New York,657.21
"Montgomery, NY",New York,403.04
"Nassau, NY",New York,284.72
"New York, NY",New York,22.83
"Niagara, NY",New York,522.36
"Oneida, NY",New York,1212.43
"Onondaga, NY",New York,778.39
"Ontario, NY",New York,644.07
"Orange, NY",New York,811.69
"Orleans, NY",New York,391.26
"Oswego, NY",New York,951.65
"Otsego, NY",New York,1001.7
"Putnam, NY",New York,230.31
"Queens, NY",New York,108.53
"Rensselaer, NY",New York,652.43
"Richmond, NY",New York,58.37
"Rockland, NY",New York,173.55
"St. Lawrence, NY",New York,2680.38
"Saratoga, NY",New York,809.98
"Schenectady, NY",New York,204.52
"Schoharie, NY",New York,621.82
"Schuyler, NY",New York,328.33
"Seneca, NY",New York,323.71
"Steuben, NY",New York,1390.56
"Suffolk, NY",New York,912.05
"Sullivan, NY",New York,968.13
"Tioga, NY",New York,518.6
"Tompkins, NY",New York,474.65
"Ulster, NY",New York,1124.24
"Warren, NY",New York,866.95
"Washington, NY",New York,831.18
"Wayne, NY",New York,603.83
"Westchester, NY",New York,430.5
"Wyoming, NY",New York,592.75
"Yates, NY",New York,338.14
"Alamance, NC",North Carolina,423.94
"Alexander, NC",North Carolina,259.99
"Alleghany, NC",North Carolina,235.06
"Anson, NC",North Carolina,531.45
"Ashe, NC",North Carolina,426.14
"Avery, NC",North Carolina,247.09
"Beaufort, NC",North Carolina,827.19
"Bertie, NC",North Carolina,699.27
"Bladen, NC",North Carolina,874.33
"Brunswick, NC",North Carolina,846.97
"Buncombe, NC",North Carolina,656.67
"Burke, NC",North Carolina,507.1
"Cabarrus, NC",North Carolina,361.75
"Caldwell, NC",North Carolina,471.57
"Camden, NC",North Carolina,240.56
"Carteret, NC",North Carolina,506.25
"Caswell, NC",North Carolina,424.92
"Catawba, NC",North Carolina,398.72
"Chatham, NC",North Carolina,682.19
"Cherokee, NC",North Carolina,455.43
"Chowan, NC",North Carolina,172.47
"Clay, NC",North Carolina,214.75
"Cleveland, NC",North Carolina,464.25
"Columbus, NC",North Carolina,937.29
"Craven, NC",North Carolina,708.96
"Cumberland, NC",North Carolina,652.32
"Currituck, NC",North Carolina,261.85
"Dare, NC",North Carolina,383.42
"Davidson, NC",North Carolina,552.68
"Davie, NC",North Carolina,264.11
"Duplin, NC",North Carolina,816.22
"Durham, NC",North Carolina,285.98
"Edgecombe, NC",North Carolina,505.34
"Forsyth, NC",North Carolina,408.15
"Franklin, NC",North Carolina,491.68
"Gaston, NC",North Carolina,356.03
"Gates, NC",North Carolina,340.45
"Graham, NC",North Carolina,292.08
"Granville, NC",North Carolina,531.57
"Greene, NC",North Carolina,265.93
"Guilford, NC",North Carolina,645.7
"Halifax, NC",North Carolina,724.09
"Harnett, NC",North Carolina,594.99
"Haywood, NC",North Carolina,553.69
"Henderson, NC",North Carolina,373.07
"Hertford, NC",North Carolina,353.06
"Hoke, NC",North Carolina,390.74
"Hyde, NC",North Carolina,612.7
"Iredell, NC",North Carolina,573.83
"Jackson, NC",North Carolina,490.76
"Johnston, NC",North Carolina,791.3
"Jones, NC",North Carolina,470.71
"Lee, NC",North Carolina,254.96
"Lenoir, NC",North Carolina,400.59
"Lincoln, NC",North Carolina,297.94
"McDowell, NC",North Carolina,440.61
"Macon, NC",North Carolina,515.56
"Madison, NC",North Carolina,449.57
"Martin, NC",North Carolina,461.22
"Mecklenburg, NC",North Carolina,523.84
"Mitchell, NC",North Carolina,221.43
"Montgomery, NC",North Carolina,491.76
"Moore, NC",North Carolina,697.84
"Nash, NC",North Carolina,540.41
"New Hanover, NC",North Carolina,191.53
"Northampton, NC",North Carolina,536.59
"Onslow, NC",North Carolina,762.74
"Orange, NC",North Carolina,397.96
"Pamlico, NC",North Carolina,336.54
"Pasquotank, NC",North Carolina,226.88
"Pender, NC",North Carolina,869.8
"Perquimans, NC",North Carolina,247.09
"Person, NC",North Carolina,392.32
"Pitt, NC",North Carolina,651.98
"Polk, NC",North Carolina,237.79
"Randolph, NC",North Carolina,782.52
"Richmond, NC",North Carolina,473.82
"Robeson, NC",North Carolina,949.22
"Rockingham, NC",North Carolina,565.55
"Rowan, NC",North Carolina,511.37
"Rutherford, NC",North Carolina,564.15
"Sampson, NC",North Carolina,944.74
"Scotland, NC",North Carolina,318.85
"Stanly, NC",North Carolina,395.09
"Stokes, NC",North Carolina,448.86
"Surry, NC",North Carolina,532.17
"Swain, NC",North Carolina,528
"Transylvania, NC",North Carolina,378.53
"Tyrrell, NC",North Carolina,389.04
"Union, NC",North Carolina,631.52
"Vance, NC",North Carolina,253.52
"Wake, NC",North Carolina,835.22
"Warren, NC",North Carolina,428.46
"Washington, NC",North Carolina,348.14
"Watauga, NC",North Carolina,312.56
"Wayne, NC",North Carolina,553.09
"Wilkes, NC",North Carolina,754.28
"Wilson, NC",North Carolina,368.17
"Yadkin, NC",North Carolina,334.83
"Yancey, NC",North Carolina,312.6
"Adams, ND",North Dakota,987.62
"Barnes, ND",North Dakota,1491.55
"Benson, ND",North Dakota,1388.71
"Billings, ND",North Dakota,1148.85
"Bottineau, ND",North Dakota,1668.42
"Bowman, ND",North Dakota,1161.81
"Burke, ND",North Dakota,1103.57
"Burleigh, ND",North Dakota,1632.65
"Cass, ND",North Dakota,1764.94
"Cavalier, ND",North Dakota,1488.75
"Dickey, ND",North Dakota,1131.47
"Divide, ND",North Dakota,1260.79
"Dunn, ND",North Dakota,2008.46
"Eddy, ND",North Dakota,630.17
"Emmons, ND",North Dakota,1510.44
"Foster, ND",North Dakota,635.45
"Golden Valley, ND",North Dakota,1000.79
"Grand Forks, ND",North Dakota,1436.38
"Grant, ND",North Dakota,1659.14
"Griggs, ND",North Dakota,708.82
"Hettinger, ND",North Dakota,1132.22
"Kidder, ND",North Dakota,1351.19
"LaMoure, ND",North Dakota,1145.94
"Logan, ND",North Dakota,992.82
"McHenry, ND",North Dakota,1873.95
"McIntosh, ND",North Dakota,974.73
"McKenzie, ND",North Dakota,2760.32
"McLean, ND",North Dakota,2110.88
"Mercer, ND",North Dakota,1042.96
"Morton, ND",North Dakota,1926.27
"Mountrail, ND",North Dakota,1825.3
"Nelson, ND",North Dakota,981.78
"Oliver, ND",North Dakota,722.51
"Pembina, ND",North Dakota,1118.69
"Pierce, ND",North Dakota,1018.6
"Ramsey, ND",North Dakota,1186.85
"Ransom, ND",North Dakota,862.36
"Renville, ND",North Dakota,877.05
"Richland, ND",North Dakota,1435.78
"Rolette, ND",North Dakota,903.08
"Sargent, ND",North Dakota,858.51
"Sheridan, ND",North Dakota,972.38
"Sioux, ND",North Dakota,1094.09
"Slope, ND",North Dakota,1214.92
"Stark, ND",North Dakota,1334.74
"Steele, ND",North Dakota,712.22
"Stutsman, ND",North Dakota,2221.72
"Towner, ND",North Dakota,1024.56
"Traill, ND",North Dakota,861.95
"Walsh, ND",North Dakota,1281.93
"Ward, ND",North Dakota,2013.28
"Wells, ND",North Dakota,1271.05
"Williams, ND",North Dakota,2077.4
"Adams, OH",Ohio,583.87
"Allen, OH",Ohio,402.5
"Ashland, OH",Ohio,422.95
"Ashtabula, OH",Ohio,701.93
"Athens, OH",Ohio,503.6
"Auglaize, OH",Ohio,401.39
"Belmont, OH",Ohio,532.13
"Brown, OH",Ohio,490.02
"Butler, OH",Ohio,467.06
"Carroll, OH",Ohio,394.61
"Champaign, OH",Ohio,428.67
"Clark, OH",Ohio,397.47
"Clermont, OH",Ohio,452.1
"Clinton, OH",Ohio,408.68
"Columbiana, OH",Ohio,531.89
"Coshocton, OH",Ohio,563.91
"Crawford, OH",Ohio,401.79
"Cuyahoga, OH",Ohio,457.19
"Darke, OH",Ohio,598.1
"Defiance, OH",Ohio,411.46
"Delaware, OH",Ohio,443.1
"Erie, OH",Ohio,251.56
"Fairfield, OH",Ohio,504.41
"Fayette, OH",Ohio,406.36
"Franklin, OH",Ohio,532.19
"Fulton, OH",Ohio,405.44
"Gallia, OH",Ohio,466.53
"Geauga, OH",Ohio,400.16
"Greene, OH",Ohio,413.73
"Guernsey, OH",Ohio,522.25
"Hamilton, OH",Ohio,405.91
"Hancock, OH",Ohio,531.36
"Hardin, OH",Ohio,470.41
"Harrison, OH",Ohio,402.34
"Henry, OH",Ohio,416.01
"Highland, OH",Ohio,553.08
"Hocking, OH",Ohio,421.32
"Holmes, OH",Ohio,422.53
"Huron, OH",Ohio,491.5
"Jackson, OH",Ohio,420.3
"Jefferson, OH",Ohio,408.33
"Knox, OH",Ohio,525.49
"Lake, OH",Ohio,227.49
"Lawrence, OH",Ohio,453.37
"Licking, OH",Ohio,682.5
"Logan, OH",Ohio,458.43
"Lorain, OH",Ohio,491.1
"Lucas, OH",Ohio,340.86
"Madison, OH",Ohio,465.88
"Mahoning, OH",Ohio,411.62
"Marion, OH",Ohio,403.76
"Medina, OH",Ohio,421.36
"Meigs, OH",Ohio,430.1
"Mercer, OH",Ohio,462.45
"Miami, OH",Ohio,406.58
"Monroe, OH",Ohio,455.72
"Montgomery, OH",Ohio,461.55
"Morgan, OH",Ohio,416.42
"Morrow, OH",Ohio,406.08
"Muskingum, OH",Ohio,664.58
"Noble, OH",Ohio,398.01
"Ottawa, OH",Ohio,254.92
"Paulding, OH",Ohio,416.44
"Perry, OH",Ohio,407.97
"Pickaway, OH",Ohio,501.32
"Pike, OH",Ohio,440.28
"Portage, OH",Ohio,487.38
"Preble, OH",Ohio,424.12
"Putnam, OH",Ohio,482.52
"Richland, OH",Ohio,495.27
"Ross, OH",Ohio,689.19
"Sandusky, OH",Ohio,408.45
"Scioto, OH",Ohio,610.21
"Seneca, OH",Ohio,551.02
"Shelby, OH",Ohio,407.68
"Stark, OH",Ohio,575.27
"Summit, OH",Ohio,412.75
"Trumbull, OH",Ohio,618.3
"Tuscarawas, OH",Ohio,567.64
"Union, OH",Ohio,431.73
"Van Wert, OH",Ohio,409.16
"Vinton, OH",Ohio,412.36
"Warren, OH",Ohio,401.31
"Washington, OH",Ohio,631.97
"Wayne, OH",Ohio,554.93
"Williams, OH",Ohio,420.97
"Wood, OH",Ohio,617.21
"Wyandot, OH",Ohio,406.87
"Adair, OK",Oklahoma,573.48
"Alfalfa, OK",Oklahoma,866.46
"Atoka, OK",Oklahoma,975.52
"Beaver, OK",Oklahoma,1814.67
"Beckham, OK",Oklahoma,901.81
"Blaine, OK",Oklahoma,928.42
"Bryan, OK",Oklahoma,904.47
"Caddo, OK",Oklahoma,1278.29
"Canadian, OK",Oklahoma,896.63
"Carter, OK",Oklahoma,822.18
"Cherokee, OK",Oklahoma,749.41
"Choctaw, OK",Oklahoma,770.36
"Cimarron, OK",Oklahoma,1834.74
"Cleveland, OK",Oklahoma,538.77
"Coal, OK",Oklahoma,516.68
"Comanche, OK",Oklahoma,1069.29
"Cotton, OK",Oklahoma,632.65
"Craig, OK",Oklahoma,761.35
"Creek, OK",Oklahoma,950.14
"Custer, OK",Oklahoma,988.82
"Delaware, OK",Oklahoma,738.18
"Dewey, OK",Oklahoma,999.48
"Ellis, OK",Oklahoma,1231.52
"Garfield, OK",Oklahoma,1058.47
"Garvin, OK",Oklahoma,802.12
"Grady, OK",Oklahoma,1100.5
"Grant, OK",Oklahoma,1000.87
"Greer, OK",Oklahoma,639.32
"Harmon, OK",Oklahoma,537.19
"Harper, OK",Oklahoma,1039.02
"Haskell, OK",Oklahoma,576.52
"Hughes, OK",Oklahoma,804.65
"Jackson, OK",Oklahoma,802.65
"Jefferson, OK",Oklahoma,758.83
"Johnston, OK",Oklahoma,642.94
"Kay, OK",Oklahoma,919.73
"Kingfisher, OK",Oklahoma,898.16
"Kiowa, OK",Oklahoma,1015.23
"Latimer, OK",Oklahoma,722.08
"Le Flore, OK",Oklahoma,1589.21
"Lincoln, OK",Oklahoma,952.31
"Logan, OK",Oklahoma,743.83
"Love, OK",Oklahoma,514
"McClain, OK",Oklahoma,570.7
"McCurtain, OK",Oklahoma,1850.01
"McIntosh, OK",Oklahoma,618.5
"Major, OK",Oklahoma,954.99
"Marshall, OK",Oklahoma,371.08
"Mayes, OK",Oklahoma,655.39
"Murray, OK",Oklahoma,416.46
"Muskogee, OK",Oklahoma,810.45
"Noble, OK",Oklahoma,731.9
"Nowata, OK",Oklahoma,565.78
"Okfuskee, OK",Oklahoma,618.57
"Oklahoma, OK",Oklahoma,708.82
"Okmulgee, OK",Oklahoma,697.35
"Osage, OK",Oklahoma,2246.36
"Ottawa, OK",Oklahoma,470.82
"Pawnee, OK",Oklahoma,567.96
"Payne, OK",Oklahoma,684.7
"Pittsburg, OK",Oklahoma,1305.46
"Pontotoc, OK",Oklahoma,720.44
"Pottawatomie, OK",Oklahoma,787.67
"Pushmataha, OK",Oklahoma,1395.84
"Roger Mills, OK",Oklahoma,1141.14
"Rogers, OK",Oklahoma,675.63
"Seminole, OK",Oklahoma,632.84
"Sequoyah, OK",Oklahoma,673.27
"Stephens, OK",Oklahoma,870.24
"Texas, OK",Oklahoma,2041.26
"Tillman, OK",Oklahoma,871.13
"Tulsa, OK",Oklahoma,570.25
"Wagoner, OK",Oklahoma,561.56
"Washington, OK",Oklahoma,415.45
"Washita, OK",Oklahoma,1003.17
"Woods, OK",Oklahoma,1286.45
"Woodward, OK",Oklahoma,1242.4
"Baker, OR",Oregon,3068.36
"Benton, OR",Oregon,675.94
"Clackamas, OR",Oregon,1870.32
"Clatsop, OR",Oregon,829.05
"Columbia, OR",Oregon,657.36
"Coos, OR",Oregon,1596.17
"Crook, OR",Oregon,2979.09
"Curry, OR",Oregon,1627.46
"Deschutes, OR",Oregon,3018.19
"Douglas, OR",Oregon,5036.08
"Gilliam, OR",Oregon,1204.81
"Grant, OR",Oregon,4528.54
"Harney, OR",Oregon,10133.17
"Hood River, OR",Oregon,521.95
"Jackson, OR",Oregon,2783.55
"Jefferson, OR",Oregon,1780.79
"Josephine, OR",Oregon,1639.67
"Klamath, OR",Oregon,5941.05
"Lake, OR",Oregon,8138.98
"Lane, OR",Oregon,4553.12
"Lincoln, OR",Oregon,979.77
"Linn, OR",Oregon,2290.13
"Malheur, OR",Oregon,9887.53
"Marion, OR",Oregon,1182.33
"Morrow, OR",Oregon,2031.61
"Multnomah, OR",Oregon,431.3
"Polk, OR",Oregon,740.79
"Sherman, OR",Oregon,823.69
"Tillamook, OR",Oregon,1102.58
"Umatilla, OR",Oregon,3215.51
"Union, OR",Oregon,2036.61
"Wallowa, OR",Oregon,3146.19
"Wasco, OR",Oregon,2381.52
"Washington, OR",Oregon,724.23
"Wheeler, OR",Oregon,1714.75
"Yamhill, OR",Oregon,715.86
"Adams, PA",Pennsylvania,518.67
"Allegheny, PA",Pennsylvania,730.08
"Armstrong, PA",Pennsylvania,653.2
"Beaver, PA",Pennsylvania,434.71
"Bedford, PA",Pennsylvania,1012.3
"Berks, PA",Pennsylvania,856.51
"Blair, PA",Pennsylvania,525.8
"Bradford, PA",Pennsylvania,1147.4
"Bucks, PA",Pennsylvania,604.31
"Butler, PA",Pennsylvania,788.6
"Cambria, PA",Pennsylvania,688.35
"Cameron, PA",Pennsylvania,396.23
