,Adelaide,Brisbane,Melbourne,Perth,Sydney
2019-11-27,,,1.0,2.3333333333333335,1.2666666666666666
2019-11-28,,,1.75,1.3333333333333333,2.0
2019-11-29,,,1.0,1.5,3.466666666666667
2019-11-30,,,1.0,1.5,3.066666666666667
2019-12-01,,,1.0,2.0,1.8
2019-12-02,,,,1.3333333333333333,3.7333333333333334
2019-12-03,,,1.0,2.3333333333333335,6.384615384615385
2019-12-04,,,1.75,2.3333333333333335,6.4
2019-12-05,,,1.0,1.6666666666666667,5.933333333333334
2019-12-06,,,1.0,2.0,4.133333333333334
2019-12-07,,,1.0,,4.2
2019-12-08,,,2.5,,1.5
2019-12-09,,,1.75,,2.75
2019-12-10,,,1.0,1.3333333333333333,11.533333333333333
2019-12-11,,,1.0,,1.8666666666666667
2019-12-12,,,1.0,,1.2857142857142858
2019-12-13,,,1.0,2.0,1.1666666666666667
2019-12-14,,,1.0,2.0,3.25
2019-12-15,,,1.0,3.0,3.6666666666666665
2019-12-16,,,,4.666666666666667,2.111111111111111
2019-12-17,,,1.0,2.3333333333333335,1.25
2019-12-18,,,2.0,2.3333333333333335,1.75
2019-12-19,,,1.0,1.6666666666666667,9.444444444444445
2019-12-20,,,4.0,1.6666666666666667,3.0
2019-12-21,,,1.4,2.0,5.444444444444445
2019-12-22,,,1.0,2.5,1.625
2019-12-23,,,1.0,2.0,1.5
2019-12-24,,,,3.0,2.111111111111111
2019-12-25,,,2.4,2.3333333333333335,1.5714285714285714
2019-12-26,,,2.0,2.3333333333333335,1.1666666666666667
2019-12-27,,,1.4,1.0,1.0
2019-12-28,2.0,1.0,1.4,2.0,1.3333333333333333
2019-12-29,2.0,1.0,1.3333333333333333,1.5,3.7777777777777777
2019-12-30,,,,,2.0
2019-12-31,,,,,
2020-01-01,2.5,1.0,1.0,2.5,2.625
2020-01-02,2.0,1.0,,,3.375
2020-01-03,1.5,1.0,4.625,,2.4444444444444446
2020-01-04,2.0,1.0,2.0,,4.0
2020-01-05,2.0,1.0,1.0,,5.125
2020-01-06,1.0,1.0,20.3,,1.625
2020-01-07,4.0,1.0,7.3,2.0,3.3333333333333335
2020-01-08,4.5,1.0,2.3,1.3333333333333333,15.777777777777779
2020-01-09,4.0,1.5,4.6,2.6666666666666665,9.222222222222221
2020-01-10,4.0,1.5,6.4,2.3333333333333335,3.888888888888889
2020-01-11,1.0,1.5,,1.6666666666666667,4.111111111111111
2020-01-12,2.0,1.5,1.0,2.3333333333333335,4.333333333333333
2020-01-13,1.5,1.0,5.0,1.3333333333333333,3.111111111111111
2020-01-14,2.0,1.0,15.571428571428571,2.3333333333333335,1.2222222222222223
2020-01-15,2.0,1.5,3.3333333333333335,1.6666666666666667,1.75
2020-01-16,1.0,1.5,2.3333333333333335,1.6666666666666667,3.2222222222222223
2020-01-17,1.0,1.5,1.0,2.5,6.111111111111111
2020-01-18,1.5,1.5,2.1666666666666665,2.0,4.444444444444445
2020-01-19,1.5,1.0,2.1666666666666665,2.0,2.4444444444444446
2020-01-20,1.5,1.5,1.0,1.3333333333333333,2.2222222222222223
2020-01-21,1.5,1.5,,2.6666666666666665,2.0
2020-01-22,1.5,1.5,1.0,2.0,2.4285714285714284
2020-01-23,1.0,1.5,,2.0,2.5
2020-01-24,1.0,1.5,1.0,2.5,4.125
2020-01-25,2.0,1.0,1.0,,3.0
2020-01-26,1.0,1.0,1.0,,1.8
2020-01-27,1.0,1.0,1.0,,2.7142857142857144
2020-01-28,1.5,1.5,1.0,,2.0
2020-01-29,1.5,1.0,1.0,2.3333333333333335,2.75
2020-01-30,1.5,2.0,1.625,2.0,2.125
2020-01-31,2.5,1.5,1.125,1.6666666666666667,1.875
2020-02-01,1.5,1.0,1.0,1.6666666666666667,1.8888888888888888
2020-02-02,1.0,1.0,,1.6666666666666667,2.6666666666666665
2020-02-03,1.0,1.0,,2.0,2.5555555555555554
2020-02-04,1.0,2.0,,2.0,2.4444444444444446
2020-02-05,1.5,1.5,,3.0,1.2222222222222223
2020-02-06,1.5,2.0,2.0,3.0,1.8
2020-02-07,2.0,2.0,2.2,3.5,1.2
2020-02-08,2.5,2.0,2.0,3.0,1.4
2020-02-09,1.5,2.0,1.0,1.5,1.6
2020-02-10,2.5,1.5,1.0,2.0,1.6
2020-02-11,2.0,1.0,1.0,2.5,1.5
2020-02-12,1.5,1.5,1.0,2.5,1.25
2020-02-13,2.0,1.0,1.0,2.5,1.3333333333333333
2020-02-14,1.5,1.0,1.5,3.3333333333333335,2.2857142857142856
2020-02-15,1.0,1.0,1.0,3.0,2.2857142857142856
2020-02-16,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333
2020-02-17,1.5,1.0,1.0,1.6666666666666667,1.75
2020-02-18,1.0,1.0,1.0,2.0,1.4
2020-02-19,1.0,1.0,,2.3333333333333335,2.2857142857142856
2020-02-20,2.0,1.0,,2.0,1.5714285714285714
2020-02-21,2.0,1.0,,1.5,1.3333333333333333
2020-02-22,2.0,1.0,1.0,3.0,1.6666666666666667
2020-02-23,1.5,1.0,1.0,2.5,1.0
2020-02-24,2.0,1.0,1.0,1.5,1.4444444444444444
2020-02-25,1.0,1.0,1.2,2.6666666666666665,1.5555555555555556
2020-02-26,,1.0,1.0,2.5,1.8571428571428572
2020-02-27,2.0,1.5,1.0,1.5,1.2857142857142858
2020-02-28,1.5,1.5,1.0,1.0,1.1428571428571428
2020-02-29,2.0,1.0,1.0,1.0,1.25
2020-03-01,1.5,1.0,1.0,1.0,1.4285714285714286
2020-03-02,1.0,1.0,,1.0,1.5714285714285714
2020-03-03,1.0,1.0,,1.3333333333333333,1.6666666666666667
2020-03-04,2.0,1.0,2.0,2.0,1.5
2020-03-05,2.0,1.0,1.0,2.3333333333333335,1.5555555555555556
2020-03-06,1.5,1.0,,1.0,1.125
2020-03-07,2.0,1.0,,1.5,1.3333333333333333
2020-03-08,2.0,1.0,,1.5,1.3333333333333333
2020-03-09,1.0,1.5,,1.3333333333333333,1.4285714285714286
2020-03-10,3.0,1.0,1.0,1.3333333333333333,1.2222222222222223
2020-03-11,2.0,1.0,1.0,1.6666666666666667,1.4444444444444444
2020-03-12,1.0,1.0,,2.0,1.3333333333333333
2020-03-13,1.0,1.0,,1.6666666666666667,1.375
2020-03-14,1.0,1.0,,2.3333333333333335,1.4285714285714286
2020-03-15,1.0,1.0,,1.5,1.25
2020-03-16,2.0,1.5,1.0,2.5,1.3333333333333333
2020-03-17,1.5,1.5,1.0,2.5,1.4444444444444444
2020-03-18,1.5,1.5,,1.6666666666666667,1.6666666666666667
2020-03-19,2.0,1.5,1.0,1.0,1.375
2020-03-20,2.0,2.0,,1.6666666666666667,1.4444444444444444
2020-03-21,2.0,2.0,,1.6666666666666667,1.2857142857142858
2020-03-22,1.0,1.0,,2.0,1.2857142857142858
2020-03-23,1.0,2.0,,1.6666666666666667,1.0
2020-03-24,1.0,1.0,1.0,2.0,1.125
2020-03-25,1.0,1.5,,,1.4444444444444444
2020-03-26,2.0,1.5,,2.6666666666666665,1.2
2020-03-27,2.0,1.5,2.0,2.6666666666666665,1.2222222222222223
2020-03-28,2.0,1.0,1.0,1.6666666666666667,1.4444444444444444
2020-03-29,1.0,1.0,,1.0,1.4
2020-03-30,1.0,1.5,,1.3333333333333333,1.3333333333333333
2020-03-31,2.0,1.0,,1.6666666666666667,1.25
2020-04-01,2.0,2.5,2.0,1.6666666666666667,1.75
2020-04-02,2.0,1.0,1.0,1.0,2.0
2020-04-03,1.5,1.0,1.0,1.3333333333333333,1.4444444444444444
2020-04-04,1.0,1.5,,1.0,1.0
2020-04-05,1.0,1.0,,1.0,1.0
2020-04-06,1.0,1.5,,1.0,1.0
2020-04-07,2.0,1.0,,2.3333333333333335,1.1428571428571428
2020-04-08,1.0,1.0,,3.0,1.375
2020-04-09,1.0,1.0,1.0,2.6666666666666665,1.25
2020-04-10,3.0,1.0,1.0,2.3333333333333335,1.75
2020-04-11,2.0,1.0,,2.6666666666666665,1.0
2020-04-12,1.0,1.0,,2.0,1.25
2020-04-13,1.0,1.0,,2.0,1.7777777777777777
2020-04-14,1.5,1.5,2.0,1.3333333333333333,1.6666666666666667
2020-04-15,2.0,2.0,1.8571428571428572,1.5,1.75
2020-04-16,1.0,1.0,5.0,1.0,1.4444444444444444
2020-04-17,2.0,2.0,1.7142857142857142,1.6666666666666667,1.3333333333333333
2020-04-18,1.0,1.5,1.1428571428571428,2.6666666666666665,1.1111111111111112
2020-04-19,1.0,1.0,1.1428571428571428,1.0,2.0
2020-04-20,1.0,2.0,2.0,1.0,1.6666666666666667
2020-04-21,2.0,1.5,1.8571428571428572,1.6666666666666667,1.625
2020-04-22,1.0,2.0,2.0,2.3333333333333335,1.5714285714285714
2020-04-23,1.5,2.0,2.0,2.3333333333333335,1.75
2020-04-24,2.0,2.0,2.0,2.6666666666666665,1.5
2020-04-25,2.0,2.0,1.8571428571428572,1.6666666666666667,2.0
2020-04-26,2.0,2.0,2.0,2.3333333333333335,1.5555555555555556
2020-04-27,1.0,1.5,2.7142857142857144,2.3333333333333335,1.2222222222222223
2020-04-28,2.0,1.5,2.7142857142857144,1.0,1.5
2020-04-29,2.0,2.0,1.0,1.6666666666666667,1.75
2020-04-30,1.0,2.0,2.0,1.3333333333333333,1.5555555555555556
2020-05-01,1.0,1.5,1.0,1.5,1.0
