date, pm25, pm10, o3, no2, so2, co
2018/11/16, 55, 29, 32, 5, 2, 3
2018/11/17, 53, 40, 27, 3, 2, 5
2018/11/18, 93, 23, 18, 2, 2, 3
2018/11/19, 58, 9, 18, 3, 2, 2
2018/11/20, 15, 15, 19, 3, 2, 2
2018/11/21, 25, 11, 20, 3, 4, 2
2018/11/22, 22, 11, 17, 2, 2, 2
2018/11/23, 17, 12, 23, 3, 2, 3
2018/11/24, 27, 10, 17, 3, 2, 2
2018/11/25, 21, 7, 16, 4, 2, 2
2018/11/26, 18, 8, 18, 3, 4, 
2018/11/27, 18, 13, 22, 4, 7, 2
2018/11/28, 22, 17, 18, 4, 4, 3
2018/11/29, 33, 16, 16, 3, 3, 2
2018/11/30, 27, 20, 19, 3, 2, 2
2018/12/1, 31, 15, 14, 3, 2, 
2018/12/2, 31, 13, 19, 5, 8, 3
2018/12/3, 29, 18, 30, 6, 7, 3
2018/12/4, 36, 20, 16, 2, 2, 3
2018/12/5, 45, 6, 18, 4, 2, 
2018/12/6, 14, 5, 18, 3, 2, 3
2018/12/7, 19, 9, 18, 4, 4, 2
2018/12/8, 23, 12, 21, 4, 4, 2
2018/12/9, 27, 15, 19, 4, 7, 3
2018/12/10, 34, 20, 22, 5, 2, 3
2018/12/11, 48, 22, 14, 2, 2, 4
2018/12/12, 60, 9, 17, 3, 3, 
2018/12/13, 25, 20, 27, 4, 10, 1
2018/12/14, 24, 25, 41, 9, 8, 3
2018/12/15, 36, 38, 20, 4, 3, 3
2018/12/16, 62, 23, 28, 1, 3, 3
2018/12/17, 37, 14, 19, 2, 4, 2
2018/12/18, 20, 16, 16, 2, 3, 2
2018/12/19, 23, 16, 19, 2, 2, 2
2018/12/20, 23, 18, 24, 4, 5, 2
2018/12/21, 22, 19, 25, 7, 10, 2
2018/12/22, 24, 15, 34, 4, 5, 2
2018/12/23, 22, 22, 38, 6, 4, 3
2018/12/24, 47, 21, 21, 5, 7, 3
2018/12/25, 35, 19, 26, 6, 7, 3
2018/12/26, 36, 32, 25, 4, 6, 3
2018/12/27, 74, 13, 11, 2, 2, 
2018/12/28, 27, 12, 14, 2, 2, 2
2018/12/29, 17, 21, 19, 2, 5, 2
2018/12/30, 32, 23, 19, 3, 5, 
2018/12/31, 44, , , , , 
2018/7/11, 42, 21, 10, 13, 6, 10
2018/7/12, 59, 26, 23, 7, 2, 8
2018/7/13, 66, 14, 25, 10, 2, 3
2018/7/14, 27, 15, 25, 6, , 5
2018/7/15, 41, 9, 27, 7, 2, 3
2018/7/16, 21, 10, 27, 3, 2, 
2018/7/17, 19, 22, 26, 7, 2, 3
2018/7/18, 38, 16, 27, 5, 2, 3
2018/7/19, 29, 8, 23, 10, 2, 5
2018/7/20, 24, 13, 22, 7, 2, 6
2018/7/21, 38, 9, 24, 2, , 2
2018/7/22, 18, 14, 26, 1, , 2
2018/7/23, 24, 25, 26, 3, , 
2018/7/24, 44, 12, 25, 11, 2, 3
2018/7/25, 27, 8, 25, 3, , 3
2018/7/26, 21, 11, 22, 9, 3, 3
2018/7/27, 27, 8, 18, 8, 2, 3
2018/7/28, 22, 9, 9, 12, 2, 5
2018/7/29, 29, 20, 19, 4, , 4
2018/7/30, 52, 13, 22, 8, 2, 3
2018/7/31, 26, 19, 25, 9, 2, 5
2018/8/1, 44, 14, 26, 3, 2, 2
2018/8/2, 17, 13, 26, 6, 2, 3
2018/8/3, 29, 15, 25, 2, 2, 2
2018/8/4, 29, 13, 25, 3, 2, 2
2018/8/5, 27, 10, 24, 4, 2, 2
2018/8/6, 27, 13, 9, 13, 2, 6
2018/8/7, 38, 8, 25, 2, , 2
2018/8/8, 17, 6, 24, 3, 2, 2
2018/8/9, 17, 11, 26, 4, 2, 2
2018/8/10, 24, 10, 21, 12, 2, 4
2018/8/11, 32, 14, 19, 11, 2, 6
2018/8/12, 47, 16, 17, 8, 2, 8
2018/8/13, 55, 13, 24, 7, 2, 7
2018/8/14, 39, 16, 26, 5, 2, 2
2018/8/15, 29, 11, 25, 8, , 3
2018/8/16, 32, 9, 24, 10, 2, 3
2018/8/17, 29, 7, 24, 10, 2, 3
2018/8/18, 20, 8, 22, 7, 2, 4
2018/8/19, 31, 9, 24, 7, 6, 5
2018/8/20, 35, 9, 20, 5, , 2
2018/8/21, 25, 12, 26, 6, 2, 2
2018/8/22, 27, 9, 27, 6, , 2
2018/8/23, 27, 12, 21, 9, 2, 5
2018/8/24, 41, 11, 22, 7, 3, 5
2018/8/25, 40, 8, 23, 6, 5, 4
2018/8/26, 29, 10, 22, 7, 2, 3
2018/8/27, 39, 11, 19, 9, 2, 5
2018/8/28, 39, 7, 27, 3, 2, 2
