GEO_ID,NAME,S2701_C01_001E,S2701_C02_001E,S2701_C03_001E,S2701_C03_001M,S2701_C04_001E,S2701_C05_001E
id,Geographic Area Name,Estimate!!Total!!Civilian noninstitutionalized population,Estimate!!Insured!!Civilian noninstitutionalized population,Estimate!!Percent Insured!!Civilian noninstitutionalized population,Margin of Error!!Percent Insured MOE!!Civilian noninstitutionalized population,Estimate!!Uninsured!!Civilian noninstitutionalized population,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population
0500000US22103,"St. Tammany Parish, Louisiana",255246,236717,92.7,1.4,18529,7.3
0500000US24001,"Allegany County, Maryland",65038,62924,96.7,1.3,2114,3.3
0500000US25005,"Bristol County, Massachusetts",558458,541256,96.9,0.5,17202,3.1
0500000US26021,"Berrien County, Michigan",153191,142667,93.1,1,10524,6.9
0500000US26093,"Livingston County, Michigan",190031,182575,96.1,0.6,7456,3.9
0500000US26103,"Marquette County, Michigan",65038,61918,95.2,1.7,3120,4.8
0500000US29019,"Boone County, Missouri",178844,165861,92.7,1.5,12983,7.3
0500000US34031,"Passaic County, New Jersey",499879,435224,87.1,1.3,64655,12.9
0500000US35043,"Sandoval County, New Mexico",143950,130537,90.7,1.2,13413,9.3
0500000US36093,"Schenectady County, New York",153681,146742,95.5,1.3,6939,4.5
0500000US37031,"Carteret County, North Carolina",68264,60018,87.9,2.2,8246,12.1
0500000US37155,"Robeson County, North Carolina",130173,110987,85.3,1.5,19186,14.7
0500000US39133,"Portage County, Ohio",161918,153186,94.6,1.5,8732,5.4
0500000US41047,"Marion County, Oregon",340328,311656,91.6,1.1,28672,8.4
0500000US42027,"Centre County, Pennsylvania",157316,148728,94.5,1.4,8588,5.5
0500000US42125,"Washington County, Pennsylvania",205518,200345,97.5,0.4,5173,2.5
0500000US45059,"Laurens County, South Carolina",65806,56722,86.2,2.7,9084,13.8
0500000US47001,"Anderson County, Tennessee",75561,66451,87.9,3.1,9110,12.1
0500000US51085,"Hanover County, Virginia",106744,101670,95.2,0.9,5074,4.8
0500000US53035,"Kitsap County, Washington",254318,242543,95.4,0.9,11775,4.6
0500000US55055,"Jefferson County, Wisconsin",84574,80187,94.8,1.4,4387,5.2
0500000US55087,"Outagamie County, Wisconsin",186084,176682,94.9,1,9402,5.1
0500000US01049,"DeKalb County, Alabama",70633,60863,86.2,2.5,9770,13.8
0500000US06007,"Butte County, California",229374,212385,92.6,1.4,16989,7.4
0500000US06017,"El Dorado County, California",189140,180668,95.5,1,8472,4.5
0500000US06025,"Imperial County, California",172029,159999,93,1.7,12030,7
0500000US06029,"Kern County, California",869297,797457,91.7,1.2,71840,8.3
0500000US06041,"Marin County, California",254871,247884,97.3,0.8,6987,2.7
